iteration,best_heuristic,avg_simulation
1,63.988297,60.508564
2,64.9205,63.085705
3,64.835754,64.13924
4,64.835754,64.56466
5,64.9205,64.62387
6,64.9205,64.69097
7,65.09907,64.82424
8,65.11642,64.8554
9,65.20478,64.8991
10,65.29762,65.0858
11,65.29762,65.05954
12,65.481674,65.26867
13,65.56642,65.264984
14,65.65117,65.39965
15,65.65117,65.468735
16,64.809654,64.64062
17,65.84804,65.71658
18,65.977264,65.61133
19,65.977264,65.7733
20,66.10512,65.873055
21,66.14456,65.88403
22,66.189865,65.999405
23,66.25318,66.10721
24,66.43853,66.13801
25,66.43853,66.2009
26,66.608025,66.321915
27,66.58689,66.37932
28,66.8383,66.359245
29,66.753555,66.50621
30,66.7942,66.66268
31,66.92305,66.80927
32,66.89908,66.861786
33,66.81434,66.66984
34,66.89908,66.689354
35,67.03154,66.60259
36,67.11629,66.927086
37,67.201035,67.07175
38,66.26883,66.10225
39,66.30586,65.98357
40,66.221115,65.930664
41,66.221115,66.058655
42,66.47253,66.09815
43,66.47253,66.189095
44,66.38778,66.26461
45,66.40616,66.23455
46,66.40616,66.24022
47,66.47253,66.21485
48,66.47253,66.17262
49,66.32141,65.52408
51,66.48808,66.133514
52,67.33836,66.296234
53,67.33836,66.38557
54,67.369286,67.24399
55,67.369286,67.28676
56,67.56625,67.41768
57,67.56625,67.45885
58,67.56625,67.38863
59,67.56625,67.40546
60,67.651,67.390854
61,67.637115,67.26237
62,67.651,67.533356
63,67.8066,67.43096
64,67.637115,67.42329
65,67.665825,67.52038
66,67.58108,67.40888
67,67.58108,67.36372
68,67.61831,67.428406
69,67.58108,67.43707
70,67.665825,67.466576
71,67.665825,67.56473
72,67.719124,67.59082
73,67.80387,67.48878
74,67.719124,67.56691
75,67.88861,67.62628
76,67.90976,67.763145
77,67.82501,67.721306
78,67.82501,67.527466
79,67.851585,67.76064
80,67.82501,67.67868
81,67.88251,67.72338
82,67.88251,67.67057
83,67.88962,67.63447
84,67.88962,67.82126
85,67.80488,67.702255
86,67.63538,67.496
87,67.63538,67.45334
88,67.833336,67.580246
89,67.833336,67.71077
90,67.80488,67.65343
91,67.833336,67.78087
92,67.74859,67.51542
93,67.73498,67.546295
94,67.819725,67.70582
95,67.819725,67.72528
96,67.89694,67.7382
97,67.90447,67.67014
98,67.94925,67.73318
99,68.032585,67.95278
